rate_date,currency,rate_year,rate_month,buying_rate
2012-02-02,POUNDS STERLING,2012,February,246.3953
2012-02-03,POUNDS STERLING,2012,February,246.4887
2012-02-07,POUNDS STERLING,2012,February,246.115
2012-02-08,POUNDS STERLING,2012,February,247.0429
2012-02-09,POUNDS STERLING,2012,February,246.5608
2012-02-10,POUNDS STERLING,2012,February,246.0632
2012-02-13,POUNDS STERLING,2012,February,245.6589
2012-02-14,POUNDS STERLING,2012,February,244.9125
2012-02-15,POUNDS STERLING,2012,February,243.9935
2012-02-16,POUNDS STERLING,2012,February,243.5273
2012-02-20,POUNDS STERLING,2012,February,246.2057
2012-02-21,POUNDS STERLING,2012,February,245.1821
2012-02-22,POUNDS STERLING,2012,February,243.1465
2012-02-23,POUNDS STERLING,2012,February,243.4873
2012-02-24,POUNDS STERLING,2012,February,244.804
2012-02-27,POUNDS STERLING,2012,February,245.7024
2012-02-28,POUNDS STERLING,2012,February,245.4855
2012-02-29,POUNDS STERLING,2012,February,245.5165
2012-03-01,POUNDS STERLING,2012,March,247.112
2012-03-02,POUNDS STERLING,2012,March,245.8728
2012-03-05,POUNDS STERLING,2012,March,245.1948
2012-03-06,POUNDS STERLING,2012,March,245.4893
2012-03-07,POUNDS STERLING,2012,March,245.0243
2012-03-08,POUNDS STERLING,2012,March,244.9623
2012-03-09,POUNDS STERLING,2012,March,244.8228
2012-03-12,POUNDS STERLING,2012,March,242.5604
2012-03-13,POUNDS STERLING,2012,March,242.6999
2012-03-14,POUNDS STERLING,2012,March,243.1496
2012-03-15,POUNDS STERLING,2012,March,243.1651
2012-03-16,POUNDS STERLING,2012,March,244.0799
2012-03-19,POUNDS STERLING,2012,March,246.3128
2012-03-20,POUNDS STERLING,2012,March,245.6305
2012-03-21,POUNDS STERLING,2012,March,245.8631
2012-03-22,POUNDS STERLING,2012,March,244.9483
2012-03-23,POUNDS STERLING,2012,March,245.3825
2012-03-26,POUNDS STERLING,2012,March,246.5299
2012-03-27,POUNDS STERLING,2012,March,247.4292
2012-03-28,POUNDS STERLING,2012,March,246.4969
2012-03-29,POUNDS STERLING,2012,March,246.2179
2012-03-30,POUNDS STERLING,2012,March,248.419
2012-04-02,POUNDS STERLING,2012,April,248.3822
2012-04-03,POUNDS STERLING,2012,April,247.778
2012-04-04,POUNDS STERLING,2012,April,245.8728
2012-04-05,POUNDS STERLING,2012,April,245.6094
2012-04-10,POUNDS STERLING,2012,April,245.50099999999998
2012-04-11,POUNDS STERLING,2012,April,246.1784
2012-04-12,POUNDS STERLING,2012,April,246.8596
2012-04-13,POUNDS STERLING,2012,April,246.8596
2012-04-16,POUNDS STERLING,2012,April,244.8437
2012-04-17,POUNDS STERLING,2012,April,246.762
2012-04-18,POUNDS STERLING,2012,April,247.2441
2012-04-19,POUNDS STERLING,2012,April,247.9405
2012-04-20,POUNDS STERLING,2012,April,249.3487
2012-04-23,POUNDS STERLING,2012,April,248.86900000000003
2012-04-24,POUNDS STERLING,2012,April,249.9058
2012-04-25,POUNDS STERLING,2012,April,249.1257
2012-04-26,POUNDS STERLING,2012,April,249.5587
2012-04-27,POUNDS STERLING,2012,April,251.0124
2012-04-30,POUNDS STERLING,2012,April,251.4958
2012-05-02,POUNDS STERLING,2012,May,250.1654
2012-05-03,POUNDS STERLING,2012,May,250.1808
2012-05-04,POUNDS STERLING,2012,May,250.1963
2012-05-07,POUNDS STERLING,2012,May,250.107
2012-05-08,POUNDS STERLING,2012,May,250.107
2012-05-09,POUNDS STERLING,2012,May,249.3332
2012-05-10,POUNDS STERLING,2012,May,250.2153
2012-05-11,POUNDS STERLING,2012,May,249.3487
2012-05-14,POUNDS STERLING,2012,May,248.6957
2012-05-15,POUNDS STERLING,2012,May,248.30900000000003
2012-05-16,POUNDS STERLING,2012,May,246.6537
2012-05-17,POUNDS STERLING,2012,May,245.18400000000003
2012-05-18,POUNDS STERLING,2012,May,244.6426
2012-05-21,POUNDS STERLING,2012,May,244.5343
2012-05-22,POUNDS STERLING,2012,May,244.5343
2012-05-23,POUNDS STERLING,2012,May,243.3586
2012-05-24,POUNDS STERLING,2012,May,242.6315
2012-05-25,POUNDS STERLING,2012,May,242.5232
2012-05-28,POUNDS STERLING,2012,May,242.9266
2012-05-30,POUNDS STERLING,2012,May,241.4564
2012-05-31,POUNDS STERLING,2012,May,240.0173
2012-06-01,POUNDS STERLING,2012,June,236.8604
2012-06-04,POUNDS STERLING,2012,June,238.1134
2012-06-05,POUNDS STERLING,2012,June,237.4942
2012-06-06,POUNDS STERLING,2012,June,239.8472
2012-06-07,POUNDS STERLING,2012,June,241.1323
2012-06-08,POUNDS STERLING,2012,June,239.011
2012-06-11,POUNDS STERLING,2012,June,240.6372
2012-06-12,POUNDS STERLING,2012,June,240.6991
2012-06-13,POUNDS STERLING,2012,June,241.1173
2012-06-14,POUNDS STERLING,2012,June,240.3119
2012-06-15,POUNDS STERLING,2012,June,240.5287
2012-06-18,POUNDS STERLING,2012,June,242.3875
2012-06-19,POUNDS STERLING,2012,June,242.9297
2012-06-20,POUNDS STERLING,2012,June,244.1844
2012-06-21,POUNDS STERLING,2012,June,243.3479
2012-06-22,POUNDS STERLING,2012,June,241.6905
2012-06-25,POUNDS STERLING,2012,June,240.916
2012-06-26,POUNDS STERLING,2012,June,241.9849
2012-06-27,POUNDS STERLING,2012,June,241.9698
2012-06-28,POUNDS STERLING,2012,June,241.0711
2012-06-29,POUNDS STERLING,2012,June,241.8923
2012-07-02,POUNDS STERLING,2012,July,242.8685
2012-07-03,POUNDS STERLING,2012,July,242.85299999999998
2012-07-04,POUNDS STERLING,2012,July,242.3256
2012-07-05,POUNDS STERLING,2012,July,241.3962
2012-07-06,POUNDS STERLING,2012,July,240.6991
2012-07-09,POUNDS STERLING,2012,July,239.9246
2012-07-10,POUNDS STERLING,2012,July,240.3737
2012-07-11,POUNDS STERLING,2012,July,241.0861
2012-07-12,POUNDS STERLING,2012,July,239.2742
2012-07-13,POUNDS STERLING,2012,July,239.5374
2012-07-16,POUNDS STERLING,2012,July,240.7454
2012-07-17,POUNDS STERLING,2012,July,242.0928
2012-07-18,POUNDS STERLING,2012,July,241.6746
2012-07-19,POUNDS STERLING,2012,July,242.9601
2012-07-20,POUNDS STERLING,2012,July,242.7123
2012-07-23,POUNDS STERLING,2012,July,240.5287
2012-07-24,POUNDS STERLING,2012,July,240.5751
2012-07-25,POUNDS STERLING,2012,July,239.9246
2012-07-26,POUNDS STERLING,2012,July,242.3401
2012-07-27,POUNDS STERLING,2012,July,243.3311
2012-07-30,POUNDS STERLING,2012,July,243.1453
2012-07-31,POUNDS STERLING,2012,July,242.6033
2012-08-01,POUNDS STERLING,2012,August,241.9688
2012-08-02,POUNDS STERLING,2012,August,241.3029
2012-08-03,POUNDS STERLING,2012,August,241.0396
2012-08-06,POUNDS STERLING,2012,August,241.2099
2012-08-07,POUNDS STERLING,2012,August,242.6346
2012-08-08,POUNDS STERLING,2012,August,242.3244
2012-08-09,POUNDS STERLING,2012,August,242.0303
2012-08-10,POUNDS STERLING,2012,August,241.5658
2012-08-13,POUNDS STERLING,2012,August,243.0367
2012-08-14,POUNDS STERLING,2012,August,243.0831
2012-08-15,POUNDS STERLING,2012,August,242.6954
2012-08-16,POUNDS STERLING,2012,August,242.9741
2012-08-17,POUNDS STERLING,2012,August,242.9586
2012-08-29,POUNDS STERLING,2012,August,245.2496
2012-08-30,POUNDS STERLING,2012,August,245.2651
2012-08-31,POUNDS STERLING,2012,August,245.2496
2012-09-03,POUNDS STERLING,2012,September,245.7914
2012-09-04,POUNDS STERLING,2012,September,245.9308
2012-09-05,POUNDS STERLING,2012,September,246.5654
2012-09-06,POUNDS STERLING,2012,September,246.3023
2012-09-07,POUNDS STERLING,2012,September,246.3487
2012-09-10,POUNDS STERLING,2012,September,247.292
2012-09-11,POUNDS STERLING,2012,September,247.97299999999998
2012-09-12,POUNDS STERLING,2012,September,248.9946
2012-09-13,POUNDS STERLING,2012,September,249.2732
2012-09-14,POUNDS STERLING,2012,September,251.0686
2012-09-17,POUNDS STERLING,2012,September,251.0377
2012-09-18,POUNDS STERLING,2012,September,251.502
2012-09-19,POUNDS STERLING,2012,September,250.8674
2012-09-20,POUNDS STERLING,2012,September,250.7281
2012-09-21,POUNDS STERLING,2012,September,251.7342
2012-09-24,POUNDS STERLING,2012,September,250.9293
2012-09-25,POUNDS STERLING,2012,September,251.2853
2012-09-26,POUNDS STERLING,2012,September,250.1864
2012-09-27,POUNDS STERLING,2012,September,250.8519
2012-09-28,POUNDS STERLING,2012,September,250.6353
2012-10-02,POUNDS STERLING,2012,October,250.0007
2012-10-03,POUNDS STERLING,2012,October,249.3964
2012-10-04,POUNDS STERLING,2012,October,249.3654
2012-10-05,POUNDS STERLING,2012,October,250.5572
2012-10-08,POUNDS STERLING,2012,October,248.1262
2012-10-09,POUNDS STERLING,2012,October,248.1416
2012-10-10,POUNDS STERLING,2012,October,248.0024
2012-10-11,POUNDS STERLING,2012,October,248.3428
2012-10-12,POUNDS STERLING,2012,October,248.7297
2012-10-15,POUNDS STERLING,2012,October,248.5749
2012-10-16,POUNDS STERLING,2012,October,249.4725
2012-10-17,POUNDS STERLING,2012,October,250.2933
2012-10-18,POUNDS STERLING,2012,October,249.6279
2012-10-19,POUNDS STERLING,2012,October,248.2969
2012-10-22,POUNDS STERLING,2012,October,248.1886
2012-10-23,POUNDS STERLING,2012,October,247.4303
2012-10-24,POUNDS STERLING,2012,October,247.8946
2012-10-29,POUNDS STERLING,2012,October,248.4517
2012-10-30,POUNDS STERLING,2012,October,248.6219
2012-10-31,POUNDS STERLING,2012,October,249.3945
2012-11-01,POUNDS STERLING,2012,November,250.1063
2012-11-02,POUNDS STERLING,2012,November,249.0386
2012-11-05,POUNDS STERLING,2012,November,247.25900000000001
2012-11-06,POUNDS STERLING,2012,November,247.3983
2012-11-07,POUNDS STERLING,2012,November,247.5221
2012-11-08,POUNDS STERLING,2012,November,247.2436
2012-11-09,POUNDS STERLING,2012,November,246.6865
2012-11-12,POUNDS STERLING,2012,November,245.7121
2012-11-13,POUNDS STERLING,2012,November,246.2227
2012-11-15,POUNDS STERLING,2012,November,245.2942
2012-11-16,POUNDS STERLING,2012,November,245.5418
2012-11-19,POUNDS STERLING,2012,November,246.1299
2012-11-20,POUNDS STERLING,2012,November,246.5013
2012-11-21,POUNDS STERLING,2012,November,246.5636
2012-11-22,POUNDS STERLING,2012,November,246.9196
2012-11-23,POUNDS STERLING,2012,November,246.5636
2012-11-26,POUNDS STERLING,2012,November,247.8946
2012-11-27,POUNDS STERLING,2012,November,248.1112
2012-11-28,POUNDS STERLING,2012,November,247.3993
2012-11-29,POUNDS STERLING,2012,November,247.9874
2012-11-30,POUNDS STERLING,2012,November,248.4827
2012-12-03,POUNDS STERLING,2012,December,248.4053
2012-12-04,POUNDS STERLING,2012,December,249.4731
2012-12-05,POUNDS STERLING,2012,December,249.3803
2012-12-06,POUNDS STERLING,2012,December,249.4112
2012-12-07,POUNDS STERLING,2012,December,247.9719
2012-12-10,POUNDS STERLING,2012,December,248.5446
2012-12-11,POUNDS STERLING,2012,December,249.0243
2012-12-12,POUNDS STERLING,2012,December,249.8452
2012-12-13,POUNDS STERLING,2012,December,249.8452
2012-12-14,POUNDS STERLING,2012,December,249.4892
2012-12-17,POUNDS STERLING,2012,December,250.8203
2012-12-18,POUNDS STERLING,2012,December,250.8512
2012-12-19,POUNDS STERLING,2012,December,252.2596
2012-12-20,POUNDS STERLING,2012,December,251.7953
2012-12-21,POUNDS STERLING,2012,December,251.2846
2012-12-24,POUNDS STERLING,2012,December,250.4643
2012-12-27,POUNDS STERLING,2012,December,250.3869
2012-12-28,POUNDS STERLING,2012,December,249.3964
2012-12-31,POUNDS STERLING,2012,December,250.2476
2013-01-02,POUNDS STERLING,2013,January,252.2596
2013-01-03,POUNDS STERLING,2013,January,249.9536
2013-01-04,POUNDS STERLING,2013,January,247.988
2013-01-07,POUNDS STERLING,2013,January,248.6225
2013-01-08,POUNDS STERLING,2013,January,249.2107
2013-01-09,POUNDS STERLING,2013,January,248.0963
2013-01-10,POUNDS STERLING,2013,January,248.4987
2013-01-11,POUNDS STERLING,2013,January,249.3499
2013-01-14,POUNDS STERLING,2013,January,248.8052
2013-01-15,POUNDS STERLING,2013,January,248.3565
2013-01-16,POUNDS STERLING,2013,January,248.1554
2013-01-17,POUNDS STERLING,2013,January,247.9697
2013-01-18,POUNDS STERLING,2013,January,246.6392
2013-01-21,POUNDS STERLING,2013,January,245.7577
2013-01-22,POUNDS STERLING,2013,January,245.541
2013-01-23,POUNDS STERLING,2013,January,245.2316
2013-01-25,POUNDS STERLING,2013,January,244.0092
2013-01-28,POUNDS STERLING,2013,January,243.1272
2013-01-29,POUNDS STERLING,2013,January,243.6069
2013-01-30,POUNDS STERLING,2013,January,244.1024
2013-01-31,POUNDS STERLING,2013,January,244.3345
2013-02-01,POUNDS STERLING,2013,February,244.9689
2013-02-04,POUNDS STERLING,2013,February,242.8799
2013-02-05,POUNDS STERLING,2013,February,243.731
2013-02-06,POUNDS STERLING,2013,February,242.3693
2013-02-07,POUNDS STERLING,2013,February,242.3074
2013-02-08,POUNDS STERLING,2013,February,243.7464
2013-02-11,POUNDS STERLING,2013,February,242.7561
2013-02-12,POUNDS STERLING,2013,February,241.6884
2013-02-13,POUNDS STERLING,2013,February,240.9302
2013-02-14,POUNDS STERLING,2013,February,239.9398
2013-02-15,POUNDS STERLING,2013,February,239.7232
2013-02-18,POUNDS STERLING,2013,February,239.4447
2013-02-19,POUNDS STERLING,2013,February,239.3828
2013-02-20,POUNDS STERLING,2013,February,236.8141
2013-02-21,POUNDS STERLING,2013,February,236.1332
2013-02-22,POUNDS STERLING,2013,February,236.2261
2013-02-25,POUNDS STERLING,2013,February,234.2296
2013-02-26,POUNDS STERLING,2013,February,234.4463
2013-02-27,POUNDS STERLING,2013,February,234.1058
2013-02-28,POUNDS STERLING,2013,February,235.1426
2013-03-01,POUNDS STERLING,2013,March,232.4345
2013-03-04,POUNDS STERLING,2013,March,232.8678
2013-03-05,POUNDS STERLING,2013,March,234.5082
2013-03-06,POUNDS STERLING,2013,March,233.6261
2013-03-07,POUNDS STERLING,2013,March,232.9761
2013-03-08,POUNDS STERLING,2013,March,232.8369
2013-03-11,POUNDS STERLING,2013,March,230.2216
2013-03-12,POUNDS STERLING,2013,March,230.268
2013-03-13,POUNDS STERLING,2013,March,231.7067
2013-03-14,POUNDS STERLING,2013,March,231.84599999999998
2013-03-15,POUNDS STERLING,2013,March,231.7686
2013-03-18,POUNDS STERLING,2013,March,233.7805
2013-03-19,POUNDS STERLING,2013,March,233.9507
2013-03-20,POUNDS STERLING,2013,March,234.0745
2013-03-21,POUNDS STERLING,2013,March,235.0804
2013-03-22,POUNDS STERLING,2013,March,235.2816
2013-03-25,POUNDS STERLING,2013,March,235.4212
2013-03-26,POUNDS STERLING,2013,March,234.5236
2013-03-27,POUNDS STERLING,2013,March,233.657
2013-03-28,POUNDS STERLING,2013,March,234.1058
2013-04-02,POUNDS STERLING,2013,April,234.7712
2013-04-03,POUNDS STERLING,2013,April,234.0907
2013-04-04,POUNDS STERLING,2013,April,233.8895
2013-04-05,POUNDS STERLING,2013,April,235.6535
2013-04-08,POUNDS STERLING,2013,April,236.9843
2013-04-09,POUNDS STERLING,2013,April,236.87599999999998
2013-04-10,POUNDS STERLING,2013,April,237.0461
2013-04-11,POUNDS STERLING,2013,April,238.4388
2013-04-12,POUNDS STERLING,2013,April,237.8353
2013-04-15,POUNDS STERLING,2013,April,237.40200000000002
2013-04-16,POUNDS STERLING,2013,April,237.1234
2013-04-17,POUNDS STERLING,2013,April,235.8235
2013-04-18,POUNDS STERLING,2013,April,236.1021
2013-04-19,POUNDS STERLING,2013,April,237.3865
2013-04-22,POUNDS STERLING,2013,April,235.7307
2013-04-23,POUNDS STERLING,2013,April,236.13299999999998
2013-04-24,POUNDS STERLING,2013,April,236.2414
2013-04-25,POUNDS STERLING,2013,April,239.22799999999998
2013-04-26,POUNDS STERLING,2013,April,239.3364
2013-04-29,POUNDS STERLING,2013,April,240.4041
2013-04-30,POUNDS STERLING,2013,April,239.6923
2013-05-02,POUNDS STERLING,2013,May,241.1934
2013-05-03,POUNDS STERLING,2013,May,240.7446
2013-05-06,POUNDS STERLING,2013,May,241.0696
2013-05-07,POUNDS STERLING,2013,May,240.3422
2013-05-08,POUNDS STERLING,2013,May,240.0482
2013-05-09,POUNDS STERLING,2013,May,240.9612
2013-05-10,POUNDS STERLING,2013,May,238.0674
2013-05-13,POUNDS STERLING,2013,May,237.8818
2013-05-14,POUNDS STERLING,2013,May,237.4176
2013-05-15,POUNDS STERLING,2013,May,236.5201
2013-05-16,POUNDS STERLING,2013,May,235.5607
2013-05-17,POUNDS STERLING,2013,May,235.3131
2013-05-20,POUNDS STERLING,2013,May,235.3131
2013-05-21,POUNDS STERLING,2013,May,234.4466
2013-05-22,POUNDS STERLING,2013,May,233.7193
2013-05-23,POUNDS STERLING,2013,May,233.317
2013-05-24,POUNDS STERLING,2013,May,233.611
2013-05-27,POUNDS STERLING,2013,May,233.9359
2013-05-28,POUNDS STERLING,2013,May,233.9824
2013-05-30,POUNDS STERLING,2013,May,233.9824
2013-05-31,POUNDS STERLING,2013,May,235.6071
2013-06-03,POUNDS STERLING,2013,June,236.1178
2013-06-04,POUNDS STERLING,2013,June,236.8141
2013-06-05,POUNDS STERLING,2013,June,237.696
2013-06-06,POUNDS STERLING,2013,June,239.0733
2013-06-07,POUNDS STERLING,2013,June,240.8684
2013-06-10,POUNDS STERLING,2013,June,240.46599999999998
2013-06-11,POUNDS STERLING,2013,June,240.4506
2013-06-12,POUNDS STERLING,2013,June,242.1373
2013-06-13,POUNDS STERLING,2013,June,242.4159
2013-06-14,POUNDS STERLING,2013,June,241.8588
2013-06-17,POUNDS STERLING,2013,June,243.3908
2013-06-18,POUNDS STERLING,2013,June,241.8124
2013-06-19,POUNDS STERLING,2013,June,242.2611
2013-06-20,POUNDS STERLING,2013,June,239.3364
2013-06-21,POUNDS STERLING,2013,June,239.1042
2013-06-24,POUNDS STERLING,2013,June,237.8198
2013-06-25,POUNDS STERLING,2013,June,239.3054
2013-06-26,POUNDS STERLING,2013,June,237.727
2013-06-27,POUNDS STERLING,2013,June,236.6437
2013-06-28,POUNDS STERLING,2013,June,235.9938
2013-07-01,POUNDS STERLING,2013,July,235.5605
2013-07-02,POUNDS STERLING,2013,July,234.895
2013-07-03,POUNDS STERLING,2013,July,236.303
2013-07-04,POUNDS STERLING,2013,July,233.734
2013-07-05,POUNDS STERLING,2013,July,231.9079
2013-07-08,POUNDS STERLING,2013,July,230.6079
2013-07-09,POUNDS STERLING,2013,July,230.1281
2013-07-10,POUNDS STERLING,2013,July,230.7626
2013-07-11,POUNDS STERLING,2013,July,233.9971
2013-07-12,POUNDS STERLING,2013,July,233.5483
2013-07-15,POUNDS STERLING,2013,July,232.7745
2013-07-16,POUNDS STERLING,2013,July,233.4245
2013-07-17,POUNDS STERLING,2013,July,235.5292
2013-07-18,POUNDS STERLING,2013,July,235.4209
2013-07-19,POUNDS STERLING,2013,July,236.1792
2013-07-22,POUNDS STERLING,2013,July,237.30900000000003
2013-07-23,POUNDS STERLING,2013,July,237.3245
2013-07-24,POUNDS STERLING,2013,July,237.63400000000001
2013-07-25,POUNDS STERLING,2013,July,236.65900000000002
2013-07-26,POUNDS STERLING,2013,July,238.3923
2013-07-29,POUNDS STERLING,2013,July,237.9125
2013-07-30,POUNDS STERLING,2013,July,237.0923
2013-07-31,POUNDS STERLING,2013,July,235.1888
2013-08-01,POUNDS STERLING,2013,August,235.6376
2013-08-02,POUNDS STERLING,2013,August,234.6471
2013-08-05,POUNDS STERLING,2013,August,237.4329
2013-08-06,POUNDS STERLING,2013,August,237.5567
2013-08-07,POUNDS STERLING,2013,August,239.2435
2013-08-12,POUNDS STERLING,2013,August,239.5066
2013-08-13,POUNDS STERLING,2013,August,239.3364
2013-08-14,POUNDS STERLING,2013,August,239.8006
2013-08-15,POUNDS STERLING,2013,August,241.2398
2013-08-16,POUNDS STERLING,2013,August,242.0135
2013-08-19,POUNDS STERLING,2013,August,242.447
2013-08-20,POUNDS STERLING,2013,August,242.4315
2013-08-21,POUNDS STERLING,2013,August,242.8803
2013-08-22,POUNDS STERLING,2013,August,241.2089
2013-08-23,POUNDS STERLING,2013,August,240.7447
2013-08-26,POUNDS STERLING,2013,August,240.8994
2013-08-27,POUNDS STERLING,2013,August,240.0018
2013-08-28,POUNDS STERLING,2013,August,239.1971
2013-08-29,POUNDS STERLING,2013,August,240.0482
2013-08-30,POUNDS STERLING,2013,August,239.8316
2013-09-02,POUNDS STERLING,2013,September,241.1006
2013-09-03,POUNDS STERLING,2013,September,240.6363
2013-09-04,POUNDS STERLING,2013,September,241.5494
2013-09-05,POUNDS STERLING,2013,September,242.1684
2013-09-06,POUNDS STERLING,2013,September,241.1625
2013-09-09,POUNDS STERLING,2013,September,242.7411
2013-09-10,POUNDS STERLING,2013,September,242.8958
2013-09-11,POUNDS STERLING,2013,September,244.1649
2013-09-12,POUNDS STERLING,2013,September,244.4589
2013-09-13,POUNDS STERLING,2013,September,245.4184
2013-09-16,POUNDS STERLING,2013,September,246.6101
2013-09-17,POUNDS STERLING,2013,September,246.31599999999997
2013-09-18,POUNDS STERLING,2013,September,247.1517
2013-09-19,POUNDS STERLING,2013,September,248.916
2013-09-20,POUNDS STERLING,2013,September,247.9874
2013-09-23,POUNDS STERLING,2013,September,248.56
2013-09-24,POUNDS STERLING,2013,September,247.0434
2013-09-25,POUNDS STERLING,2013,September,248.3428
2013-09-26,POUNDS STERLING,2013,September,248.2035
2013-09-27,POUNDS STERLING,2013,September,247.7857
2013-09-30,POUNDS STERLING,2013,September,249.8129
2013-10-02,POUNDS STERLING,2013,October,250.726
2013-10-03,POUNDS STERLING,2013,October,250.6176
2013-10-04,POUNDS STERLING,2013,October,248.2809
2013-10-07,POUNDS STERLING,2013,October,248.6821
2013-10-08,POUNDS STERLING,2013,October,249.2081
2013-10-09,POUNDS STERLING,2013,October,246.9974
2013-10-09,POUNDS STERLING,2013,October,246.9974
2013-10-10,POUNDS STERLING,2013,October,246.982
2013-10-11,POUNDS STERLING,2013,October,247.2451
2013-10-14,POUNDS STERLING,2013,October,247.4793
2013-10-17,POUNDS STERLING,2013,October,249.1203
2013-10-18,POUNDS STERLING,2013,October,250.6219
2013-10-21,POUNDS STERLING,2013,October,250.0086
2013-10-21,POUNDS STERLING,2013,October,250.0086
2013-10-22,POUNDS STERLING,2013,October,249.9931
2013-10-23,POUNDS STERLING,2013,October,250.4536
2013-10-24,POUNDS STERLING,2013,October,250.7637
2013-10-25,POUNDS STERLING,2013,October,250.7947
2013-10-28,POUNDS STERLING,2013,October,250.8244
2013-10-29,POUNDS STERLING,2013,October,249.2119
2013-10-30,POUNDS STERLING,2013,October,248.6707
2013-10-31,POUNDS STERLING,2013,October,248.3456
2013-11-04,POUNDS STERLING,2013,November,247.0564
2013-11-05,POUNDS STERLING,2013,November,248.2631
2013-11-06,POUNDS STERLING,2013,November,248.9587
2013-11-07,POUNDS STERLING,2013,November,248.6493
2013-11-08,POUNDS STERLING,2013,November,248.7421
2013-11-11,POUNDS STERLING,2013,November,247.4586
2013-11-12,POUNDS STERLING,2013,November,245.6176
2013-11-13,POUNDS STERLING,2013,November,247.0095
2013-11-14,POUNDS STERLING,2013,November,247.8758
2013-11-15,POUNDS STERLING,2013,November,248.6803
2013-11-18,POUNDS STERLING,2013,November,249.0515
2013-11-19,POUNDS STERLING,2013,November,248.6803
2013-11-20,POUNDS STERLING,2013,November,249.8271
2013-11-21,POUNDS STERLING,2013,November,249.6414
2013-11-22,POUNDS STERLING,2013,November,250.6626
2013-11-22,POUNDS STERLING,2013,November,250.6626
2013-11-25,POUNDS STERLING,2013,November,250.6464
2013-11-26,POUNDS STERLING,2013,November,250.33700000000002
2013-11-27,POUNDS STERLING,2013,November,252.4566
2013-11-28,POUNDS STERLING,2013,November,252.797
2013-11-29,POUNDS STERLING,2013,November,252.7661
2013-12-02,POUNDS STERLING,2013,December,253.4942
2013-12-03,POUNDS STERLING,2013,December,254.2678
2013-12-04,POUNDS STERLING,2013,December,253.1692
2013-12-05,POUNDS STERLING,2013,December,252.9062
2013-12-06,POUNDS STERLING,2013,December,253.1692
2013-12-09,POUNDS STERLING,2013,December,253.4477
2013-12-10,POUNDS STERLING,2013,December,254.4071
2013-12-11,POUNDS STERLING,2013,December,253.3858
2013-12-12,POUNDS STERLING,2013,December,253.7881
2013-12-13,POUNDS STERLING,2013,December,251.8231
2013-12-16,POUNDS STERLING,2013,December,252.6113
2013-12-17,POUNDS STERLING,2013,December,251.683
2013-12-18,POUNDS STERLING,2013,December,253.0892
2013-12-19,POUNDS STERLING,2013,December,253.2903
2013-12-20,POUNDS STERLING,2013,December,252.7179
2013-12-23,POUNDS STERLING,2013,December,252.9964
2013-12-24,POUNDS STERLING,2013,December,253.1666
2013-12-27,POUNDS STERLING,2013,December,255.8583
2013-12-30,POUNDS STERLING,2013,December,254.7445
2013-12-31,POUNDS STERLING,2013,December,255.8274
2014-01-02,POUNDS STERLING,2014,January,255.5799
2014-01-03,POUNDS STERLING,2014,January,254.6362
2014-01-06,POUNDS STERLING,2014,January,254.0967
2014-01-07,POUNDS STERLING,2014,January,253.9884
2014-01-08,POUNDS STERLING,2014,January,253.8182
2014-01-09,POUNDS STERLING,2014,January,254.0812
2014-01-10,POUNDS STERLING,2014,January,254.6536
2014-01-13,POUNDS STERLING,2014,January,254.468
2014-01-15,POUNDS STERLING,2014,January,254.1914
2014-01-16,POUNDS STERLING,2014,January,253.82
2014-01-17,POUNDS STERLING,2014,January,253.0773
2014-01-20,POUNDS STERLING,2014,January,254.1759
2014-01-21,POUNDS STERLING,2014,January,253.8355
2014-01-22,POUNDS STERLING,2014,January,256.4672
2014-01-23,POUNDS STERLING,2014,January,256.8695
2014-01-24,POUNDS STERLING,2014,January,257.0398
2014-01-27,POUNDS STERLING,2014,January,256.4517
2014-01-28,POUNDS STERLING,2014,January,256.4672
2014-01-29,POUNDS STERLING,2014,January,256.0803
2014-01-30,POUNDS STERLING,2014,January,255.1363
2014-01-31,POUNDS STERLING,2014,January,254.8114
2014-02-03,POUNDS STERLING,2014,February,252.8615
2014-02-04,POUNDS STERLING,2014,February,252.6294
2014-02-05,POUNDS STERLING,2014,February,251.933
2014-02-06,POUNDS STERLING,2014,February,252.3199
2014-02-07,POUNDS STERLING,2014,February,252.8615
2014-02-10,POUNDS STERLING,2014,February,253.7281
2014-02-11,POUNDS STERLING,2014,February,254.6411
2014-02-12,POUNDS STERLING,2014,February,255.6625
2014-02-13,POUNDS STERLING,2014,February,257.3957
2014-02-14,POUNDS STERLING,2014,February,258.5873
2014-02-17,POUNDS STERLING,2014,February,258.8968
2014-02-18,POUNDS STERLING,2014,February,258.2932
2014-02-19,POUNDS STERLING,2014,February,257.6742
2014-02-20,POUNDS STERLING,2014,February,257.7052
2014-02-21,POUNDS STERLING,2014,February,258.123
2014-02-24,POUNDS STERLING,2014,February,257.4731
2014-02-25,POUNDS STERLING,2014,February,258.3087
2014-02-26,POUNDS STERLING,2014,February,258.3551
2014-02-27,POUNDS STERLING,2014,February,257.4421
2014-02-28,POUNDS STERLING,2014,February,258.2932
2014-03-03,POUNDS STERLING,2014,March,258.6801
2014-03-04,POUNDS STERLING,2014,March,258.3706
2014-03-05,POUNDS STERLING,2014,March,258.4325
2014-03-06,POUNDS STERLING,2014,March,259.1444
2014-03-07,POUNDS STERLING,2014,March,259.4693
2014-03-10,POUNDS STERLING,2014,March,257.5195
